n,B,trial,greedy_score,beam_score
5,4,17,0.961445,1.46092
5,5,17,0.961445,1.46092
5,6,17,0.961445,1.46092
5,7,17,0.961445,1.46092
5,8,17,0.961445,1.46092
5,9,17,0.961445,1.46092
5,10,17,0.961445,1.46092
5,1,18,0.734637,0.734637
5,2,18,0.734637,1.19404
5,3,18,0.734637,1.19404
5,4,18,0.734637,1.19404
5,5,18,0.734637,1.19404
5,6,18,0.734637,1.19404
5,7,18,0.734637,1.19404
5,8,18,0.734637,1.19404
5,9,18,0.734637,1.19404
5,10,18,0.734637,1.19404
5,1,19,0.713625,0.713625
5,2,19,0.713625,1.22072
5,3,19,0.713625,1.24705
5,4,19,0.713625,1.24705
5,5,19,0.713625,1.24705
5,6,19,0.713625,1.24705
5,7,19,0.713625,1.24705
5,8,19,0.713625,1.24705
5,9,19,0.713625,1.24705
5,10,19,0.713625,1.24705
10,1,0,4.82614,4.82614
10,2,0,4.82614,6.16244
10,3,0,4.82614,6.16244
10,4,0,4.82614,6.16244
10,5,0,4.82614,6.16244
10,6,0,4.82614,6.16244
10,7,0,4.82614,6.16244
10,8,0,4.82614,6.16244
10,9,0,4.82614,6.16244
10,10,0,4.82614,6.16244
10,1,1,5.44686,5.44686
10,2,1,5.44686,5.93266
10,3,1,5.44686,5.61927
10,4,1,5.44686,5.61927
10,5,1,5.44686,5.61927
10,6,1,5.44686,5.61927
10,7,1,5.44686,5.61927
10,8,1,5.44686,5.61927
10,9,1,5.44686,5.61927
10,10,1,5.44686,5.61927
10,1,2,5.4253,5.4253
10,2,2,5.4253,5.07458
10,3,2,5.4253,5.07458
10,4,2,5.4253,5.07458
10,5,2,5.4253,5.45424
10,6,2,5.4253,5.45424
10,7,2,5.4253,5.45424
10,8,2,5.4253,5.07458
10,9,2,5.4253,5.45424
10,10,2,5.4253,5.45424
10,1,3,5.75411,5.75411
10,2,3,5.75411,5.78013
10,3,3,5.75411,5.78013
10,4,3,5.75411,5.78013
10,5,3,5.75411,5.78013
10,6,3,5.75411,5.78013
10,7,3,5.75411,5.78013
10,8,3,5.75411,5.78013
10,9,3,5.75411,5.78013
10,10,3,5.75411,5.78013
10,1,4,5.23186,5.23186
10,2,4,5.23186,5.55182
10,3,4,5.23186,5.50812
10,4,4,5.23186,5.50812
10,5,4,5.23186,5.50812
10,6,4,5.23186,5.50812
10,7,4,5.23186,5.50812
10,8,4,5.23186,5.50812
10,9,4,5.23186,5.50812
10,10,4,5.23186,5.50812
10,1,5,5.15529,5.15529
10,2,5,5.15529,5.20803
10,3,5,5.15529,5.20803
10,4,5,5.15529,5.20803
10,5,5,5.15529,5.20803
10,6,5,5.15529,5.20803
10,7,5,5.15529,5.20803
10,8,5,5.15529,5.20803
10,9,5,5.15529,5.20803
10,10,5,5.15529,5.20803
10,1,6,4.8794,4.8794
10,2,6,4.8794,5.32447
10,3,6,4.8794,5.72815
10,4,6,4.8794,5.72815
10,5,6,4.8794,5.72815
10,6,6,4.8794,5.72815
10,7,6,4.8794,5.72815
10,8,6,4.8794,5.72815
10,9,6,4.8794,5.72815
10,10,6,4.8794,5.72815
10,1,7,4.71802,4.71802
10,2,7,4.71802,5.45332
10,3,7,4.71802,5.45332
10,4,7,4.71802,5.45332
10,5,7,4.71802,5.45332
10,6,7,4.71802,5.45332
10,7,7,4.71802,5.45332
10,8,7,4.71802,5.45332
10,9,7,4.71802,5.45332
10,10,7,4.71802,5.45332
10,1,8,5.23005,5.23005
